pref,city,address,lat,lon
東京都,千代田区,麹町六丁目,35.684649,139.731373
東京都,千代田区,六番町,35.687614,139.732787
東京都,千代田区,紀尾井町,35.682118,139.731988
東京都,千代田区,五番町,35.689856,139.734955
東京都,世田谷区,代田一丁目,35.651979,139.661796
東京都,世田谷区,深沢一丁目,35.617577,139.663001
東京都,世田谷区,三軒茶屋二丁目,35.642594,139.663579
東京都,多摩市,一ノ宮二丁目,35.653474,139.445674
東京都,多摩市,東寺方一丁目,35.64944,139.446025
東京都,多摩市,桜ケ丘一丁目,35.642787,139.446225
